"","X","x","tweet"
"265",265,"positive","@VirginAmerica thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too #sweet"
"266",266,"negative","@VirginAmerica Already checked in so the page expired :X"
"267",267,"negative","@VirginAmerica Boo for a not refunding a seat upgrade fee I did not want to buy in the first place!"
"268",268,"neutral","@VirginAmerica shares rise on Q4 financial results - USA TODAY http://t.co/lFS4PEFE6y"
"269",269,"neutral","@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/rGYwJBbhm4"
"270",270,"positive","@VirginAmerica I see what you did there ;)"
"271",271,"neutral","@VirginAmerica way to take advantage of #MayweatherPacquiao :)"
"272",272,"neutral","@VirginAmerica you know I'm flying virgin for the fight #MayweatherPacquiao"
"273",273,"positive","@VirginAmerica your inflight team makes the experience #amazing!"
"274",274,"positive","@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J"
"275",275,"negative","@VirginAmerica moved my seat with no notice. ""Better seat"" is cabin select not behind the row I selected👎 #DISAPPOINTED"
"276",276,"neutral","@VirginAmerica shares up on 4Q results - @iol http://t.co/XZ6qeG3nef"
"277",277,"positive","@VirginAmerica fav airline"
"278",278,"positive","@VirginAmerica we have a hot female pilot! Sweet! DCA to SFO! :-)"
"279",279,"neutral","👍👍✈️✈️💗 When are you guys going to start flying to Paris? @VirginAmerica: @LizaUtter You're welcome.”"
"280",280,"neutral","@VirginAmerica what is your policy on flying after surgery?  I am still waiting for answer so I can tell me doctor."
"281",281,"negative","@VirginAmerica already contacted Central Baggage &amp; sent DM. @RenttheRunway is charging me for the dress that was in the lost suitcase #help"
"282",282,"positive","@VirginAmerica Thank you!!"
"283",283,"negative","@VirginAmerica Is there anything going on with the website? I've been getting a lot of errors past 30 minutes."
"284",284,"neutral","@VirginAmerica I think i left something on the plane yesterday. who do i call...ah!"
"285",285,"neutral","@VirginAmerica I need you to follow back in order to DM."
"286",286,"neutral","@VirginAmerica Need to start flying to @KCIAirport .  😊😀😃😄"
"287",287,"neutral","@VirginAmerica they told to check with the airline regulation first so that is why I contacted you."
"288",288,"negative","@VirginAmerica @VirginAtlantic I have just checked in flight to SFO from LAX &amp; been told as Atlantic Flying Club Gold I get no benefits?!"
"289",289,"negative","@VirginAmerica husband and I ordered three drinks via my screen and they never came. Awesome!"
"290",290,"negative","@VirginAmerica soooo are you guys going to leave the seatbelt light on all flight? You can barely call this turbulence :-)"
"291",291,"neutral","@VirginAmerica what is your policy on flying after surgery?"
"292",292,"neutral","@VirginAmerica posts second consecutive full-year net profit - @ATWOnline http://t.co/tvB5zbzVhg"
"293",293,"negative","@VirginAmerica Funny story, your website is broken, you have missing javascript and stylesheets on the checkin process. I dislike this!"
"294",294,"positive","@VirginAmerica would love to do more for virgin just like I do for @GoPro"
"295",295,"neutral","@VirginAmerica Results Handily Exceed Forecasts - @NYTimes http://t.co/gonmRwEM6I"
"296",296,"neutral","@VirginAmerica I applied for a position in @flyLAXairport ,and I was wondering if you guys received my application."
"297",297,"neutral","@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq"
"298",298,"neutral","@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ"
"299",299,"negative","@VirginAmerica I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS"
"300",300,"neutral","@VirginAmerica weather delays &gt; next few weeks ;) #JFK #BOS #DCA"
"301",301,"neutral","@VirginAmerica @madbee95 check the website before you go to the airport!"
"302",302,"negative","@VirginAmerica Do you guys know your check-in links from emails are broken? http://t.co/2npXB6oBMr"
"303",303,"neutral","@VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp; w/the windchill -8"
"304",304,"positive","@VirginAmerica loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry"
"305",305,"negative","@VirginAmerica lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff"
"306",306,"negative","@VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that."
"307",307,"positive","@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!"
"308",308,"positive","@VirginAmerica I mean. Probably inappropriate while on board.. But, it's on!"
"309",309,"positive","@VirginAmerica happy to spend the day together. Let's do this!"
"310",310,"neutral","@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9"
"311",311,"neutral","@VirginAmerica missed my flight. How does standby work?"
"312",312,"positive",".@VirginAmerica They were very understanding and helped me out.  Thx! #Comps"
"313",313,"neutral","@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS"
"314",314,"positive","@VirginAmerica thank you! I absolutely will 😎"
"315",315,"negative","@virginamerica Looks like a broken link for your assets https://t.co/OArDjjGrrD"
"316",316,"neutral","@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' 😘"
"317",317,"negative","@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg"
"318",318,"negative","@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW"
"319",319,"neutral","@VirginAmerica can u help this 👸 @FreyaBevan_Fund needs urgent treatment in🇺🇸2y old battling cancer could u help with flights 💗#freyasfund"
"320",320,"neutral","@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel"
"321",321,"negative","@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW"
"322",322,"negative","@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?"
"323",323,"neutral","@VirginAmerica add DTW and I'm sold!"
"324",324,"positive","@VirginAmerica How about some free drinks on the flight back for the free promo?"
"325",325,"positive","@VirginAmerica @SSal thanks!"
"326",326,"neutral","@VirginAmerica momma I made it! 😁😁😁"
"327",327,"neutral","@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185."
"328",328,"neutral","@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!"
"329",329,"neutral","@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair"
"330",330,"negative","@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage."
"331",331,"neutral","@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks"
"332",332,"positive","@VirginAmerica Thanks!"
"333",333,"positive","@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel"
"334",334,"positive","@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef"
"335",335,"negative","@VirginAmerica I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?"
"336",336,"negative","@VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling. Don't worry, I'll keep trying :)"
"337",337,"neutral","@VirginAmerica Many Thanks for the Follow.
#ourprincess #freyasfund #USA #Bandie 
Looking for Any Help😍
💗🇬🇧💗🇺🇸💗
🎀🌏🎀 http://t.co/UJfS9Zi6kd"
"338",338,"neutral","@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd"
"339",339,"negative","@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥"
"340",340,"neutral","@VirginAmerica is my new go to airline"
"341",341,"neutral","@VirginAmerica @VirginAtlantic @GMA @AmericanAir 
Can You Help #ourprincess in need of some help in #USA 
🎀🇬🇧🎀🇺🇸🎀 http://t.co/778AzTDaer"
"342",342,"positive","@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks."
"343",343,"positive","@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience."
"344",344,"neutral","@VirginAmerica Flight Booking Problems flight to uphold my status match.  Do taxes on ticket count as earned status points?  #statusmatch #virginamerica"
"345",345,"negative","@VirginAmerica trying to check-in...but looks like your site is down?"
"346",346,"negative","@VirginAmerica spending my birthday night with you, DAL-DCA. Get me home!"
"347",347,"negative","@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers."
"348",348,"positive","@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!"
"349",349,"negative","@VirginAmerica seriously, though. will there not be direct flights from SFO-FLL in may???"
"350",350,"negative","@VirginAmerica It's fine. Already done with my purchase. But you should try it. Just go most of the way through then go back 3"
"351",351,"negative","@virginamerica not really the experience I was hoping 4, I ws forced 2 check in a small carry on, w/ nothing but empty cabin space on board"
"352",352,"negative","@VirginAmerica
wjere is our luggage #so slow at lax"
"353",353,"neutral","@VirginAmerica to jump into the #Dallas #Austin market http://t.co/SzR0pioA21"
"354",354,"negative","@VirginAmerica I spoke with a representative that offered no solution, I am a loyal customer who flies on @VirginAtlantic as well"
"355",355,"negative","@VirginAmerica I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email"
"356",356,"negative","@VirginAmerica what happened to direct flights from SFO-FLL? Looking in May, only see connecting #help #dontdothistome"
"357",357,"neutral","@virginamerica.. Can you help? Left my blazer in. Kooples jacket bag at 3rd row second seat from right gate 36 T3 lax.. Flight to sfo"
"358",358,"neutral","@VirginAmerica partners with @Visa Checkout as mobile payment method to help boost mobile conversion rates #etailwest #payments #visa"
"359",359,"positive","@VirginAmerica just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf"
"360",360,"positive","@VirginAmerica love you guys, but pls get some direct routes LAS to AUS!"
"361",361,"neutral","@VirginAmerica i would like help with some flights please."
"362",362,"neutral","Bruh “@VirginAmerica: @giannilee Turn down for what. #VXSafetyDance”"
"363",363,"positive","@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!"
